SEASON,MONTH,YEAR,DATE_FROM,DATE_TO,TEAM_ABBREVIATION,TEAM_NAME,GP,W,L,W_PCT,OFF_RATING,DEF_RATING,NET_RATING,PACE,AST_RATIO,REB_PCT
2018-19,April,2019,04/01/2019,04/30/2019,IND,Indiana Pacers,5,3,2,0.6,109.8,110.2,-0.4,99.7,19.0,0.46
2018-19,April,2019,04/01/2019,04/30/2019,LAC,LA Clippers,4,1,3,0.25,106.6,119.3,-12.7,106.96,19.4,0.458
2018-19,April,2019,04/01/2019,04/30/2019,LAL,Los Angeles Lakers,5,2,3,0.4,103.1,109.2,-6.1,102.3,18.3,0.54
2018-19,April,2019,04/01/2019,04/30/2019,MEM,Memphis Grizzlies,5,2,3,0.4,113.3,115.5,-2.2,97.37,18.3,0.5
2018-19,April,2019,04/01/2019,04/30/2019,MIA,Miami Heat,6,1,5,0.167,103.9,106.9,-3.1,101.24,18.1,0.492
2018-19,April,2019,04/01/2019,04/30/2019,MIL,Milwaukee Bucks,5,3,2,0.6,113.0,110.9,2.1,109.7,17.5,0.507
2018-19,April,2019,04/01/2019,04/30/2019,MIN,Minnesota Timberwolves,6,2,4,0.333,110.1,115.9,-5.8,100.58,19.4,0.447
2018-19,April,2019,04/01/2019,04/30/2019,NOP,New Orleans Pelicans,4,1,3,0.25,112.9,115.9,-2.9,102.21,18.8,0.503
2018-19,April,2019,04/01/2019,04/30/2019,NYK,New York Knicks,6,3,3,0.5,102.7,109.6,-6.9,98.67,17.0,0.459
2018-19,April,2019,04/01/2019,04/30/2019,OKC,Oklahoma City Thunder,5,5,0,1.0,119.0,110.3,8.7,102.8,19.7,0.559
2018-19,April,2019,04/01/2019,04/30/2019,ORL,Orlando Magic,5,4,1,0.8,120.1,110.1,10.0,101.3,20.4,0.565
2018-19,April,2019,04/01/2019,04/30/2019,PHI,Philadelphia 76ers,6,2,4,0.333,110.5,114.0,-3.6,103.42,18.3,0.524
2018-19,April,2019,04/01/2019,04/30/2019,PHX,Phoenix Suns,5,2,3,0.4,111.7,122.3,-10.6,100.51,17.7,0.443
2018-19,April,2019,04/01/2019,04/30/2019,POR,Portland Trail Blazers,6,5,1,0.833,120.4,113.0,7.5,98.75,17.0,0.539
2018-19,April,2019,04/01/2019,04/30/2019,SAC,Sacramento Kings,5,1,4,0.2,113.7,122.2,-8.5,101.9,16.5,0.491
2018-19,April,2019,04/01/2019,04/30/2019,SAS,San Antonio Spurs,5,4,1,0.8,112.8,106.8,6.0,97.3,18.3,0.518
2018-19,April,2019,04/01/2019,04/30/2019,TOR,Toronto Raptors,5,4,1,0.8,115.2,105.7,9.5,99.33,19.8,0.517
2018-19,April,2019,04/01/2019,04/30/2019,UTA,Utah Jazz,6,4,2,0.667,115.0,107.0,8.1,101.32,19.8,0.517
2018-19,April,2019,04/01/2019,04/30/2019,WAS,Washington Wizards,4,0,4,0.0,110.4,117.4,-7.0,100.88,17.2,0.507
2019-20,October,2019,10/01/2019,10/31/2019,ATL,Atlanta Hawks,5,2,3,0.4,102.0,103.4,-1.4,101.2,17.3,0.496
2019-20,October,2019,10/01/2019,10/31/2019,BOS,Boston Celtics,4,3,1,0.75,106.8,100.7,6.1,102.63,15.5,0.48
2019-20,October,2019,10/01/2019,10/31/2019,BKN,Brooklyn Nets,4,1,3,0.25,108.1,109.2,-1.1,105.86,14.8,0.525
2019-20,October,2019,10/01/2019,10/31/2019,CHA,Charlotte Hornets,5,2,3,0.4,104.9,114.2,-9.3,103.0,18.0,0.473
2019-20,October,2019,10/01/2019,10/31/2019,CHI,Chicago Bulls,5,1,4,0.2,103.7,109.6,-5.9,101.8,15.2,0.452
2019-20,October,2019,10/01/2019,10/31/2019,CLE,Cleveland Cavaliers,4,2,2,0.5,105.5,107.7,-2.2,100.5,16.1,0.531
2019-20,October,2019,10/01/2019,10/31/2019,DAL,Dallas Mavericks,4,3,1,0.75,112.2,108.6,3.6,102.13,17.3,0.483
2019-20,October,2019,10/01/2019,10/31/2019,DEN,Denver Nuggets,5,3,2,0.6,106.0,107.3,-1.3,97.57,16.2,0.514
2019-20,October,2019,10/01/2019,10/31/2019,DET,Detroit Pistons,5,2,3,0.4,106.3,110.4,-4.1,101.7,17.2,0.509
2019-20,October,2019,10/01/2019,10/31/2019,GSW,Golden State Warriors,4,1,3,0.25,107.0,118.5,-11.5,106.75,17.2,0.512
2019-20,October,2019,10/01/2019,10/31/2019,HOU,Houston Rockets,4,3,1,0.75,117.7,117.2,0.5,108.75,17.7,0.5
2019-20,October,2019,10/01/2019,10/31/2019,IND,Indiana Pacers,4,1,3,0.25,105.3,108.5,-3.3,99.88,17.9,0.458
2019-20,October,2019,10/01/2019,10/31/2019,LAC,LA Clippers,6,4,2,0.667,112.9,107.5,5.3,101.5,16.7,0.496
2019-20,October,2019,10/01/2019,10/31/2019,LAL,Los Angeles Lakers,4,3,1,0.75,107.9,96.8,11.1,101.0,16.9,0.514
2019-20,October,2019,10/01/2019,10/31/2019,MEM,Memphis Grizzlies,4,1,3,0.25,95.7,108.1,-12.3,108.91,16.3,0.484
2019-20,October,2019,10/01/2019,10/31/2019,MIA,Miami Heat,5,4,1,0.8,106.6,99.3,7.4,106.09,16.9,0.525
2019-20,October,2019,10/01/2019,10/31/2019,MIL,Milwaukee Bucks,4,2,2,0.5,108.7,107.3,1.4,106.84,18.0,0.482
2019-20,October,2019,10/01/2019,10/31/2019,MIN,Minnesota Timberwolves,4,3,1,0.75,104.8,103.2,1.6,106.6,15.2,0.495
2019-20,October,2019,10/01/2019,10/31/2019,NOP,New Orleans Pelicans,5,1,4,0.2,112.2,114.2,-2.0,106.09,20.1,0.469
2019-20,October,2019,10/01/2019,10/31/2019,NYK,New York Knicks,5,1,4,0.2,99.8,107.9,-8.1,100.8,13.8,0.516
2019-20,October,2019,10/01/2019,10/31/2019,OKC,Oklahoma City Thunder,5,1,4,0.2,99.0,97.7,1.3,103.5,13.5,0.518
2019-20,October,2019,10/01/2019,10/31/2019,ORL,Orlando Magic,4,2,2,0.5,97.2,94.7,2.5,98.75,15.9,0.492
2019-20,October,2019,10/01/2019,10/31/2019,PHI,Philadelphia 76ers,4,4,0,1.0,104.0,94.1,9.8,107.0,16.8,0.561
2019-20,October,2019,10/01/2019,10/31/2019,PHX,Phoenix Suns,5,3,2,0.6,108.7,100.2,8.5,103.93,19.5,0.502
2019-20,October,2019,10/01/2019,10/31/2019,POR,Portland Trail Blazers,5,3,2,0.6,104.7,103.8,1.0,106.1,12.9,0.498
2019-20,October,2019,10/01/2019,10/31/2019,SAC,Sacramento Kings,5,0,5,0.0,97.4,114.0,-16.6,101.3,14.8,0.472
2019-20,October,2019,10/01/2019,10/31/2019,SAS,San Antonio Spurs,4,3,1,0.75,108.6,106.2,2.4,104.75,16.1,0.528
2019-20,October,2019,10/01/2019,10/31/2019,TOR,Toronto Raptors,5,4,1,0.8,107.5,99.1,8.4,104.23,17.1,0.511
2019-20,October,2019,10/01/2019,10/31/2019,UTA,Utah Jazz,5,4,1,0.8,101.8,93.1,8.7,99.2,16.2,0.522
2019-20,October,2019,10/01/2019,10/31/2019,WAS,Washington Wizards,4,1,3,0.25,113.6,113.6,0.0,104.88,18.5,0.493
2019-20,November,2019,11/01/2019,11/30/2019,ATL,Atlanta Hawks,15,2,13,0.133,104.5,118.5,-13.9,103.13,16.2,0.489
2019-20,November,2019,11/01/2019,11/30/2019,BOS,Boston Celtics,14,10,4,0.714,110.1,104.0,6.1,100.04,17.4,0.498
2019-20,November,2019,11/01/2019,11/30/2019,BKN,Brooklyn Nets,15,9,6,0.6,107.7,109.0,-1.3,102.53,17.2,0.497
2019-20,November,2019,11/01/2019,11/30/2019,CHA,Charlotte Hornets,16,6,10,0.375,106.1,114.5,-8.4,98.02,17.3,0.477
2019-20,November,2019,11/01/2019,11/30/2019,CHI,Chicago Bulls,15,5,10,0.333,102.8,106.3,-3.5,103.33,16.8,0.492
2019-20,November,2019,11/01/2019,11/30/2019,CLE,Cleveland Cavaliers,15,3,12,0.2,104.8,113.9,-9.1,99.4,15.2,0.486
2019-20,November,2019,11/01/2019,11/30/2019,DAL,Dallas Mavericks,14,9,5,0.643,117.4,108.8,8.6,100.54,17.5,0.518
2019-20,November,2019,11/01/2019,11/30/2019,DEN,Denver Nuggets,12,10,2,0.833,107.2,99.8,7.4,98.25,19.3,0.513
2019-20,November,2019,11/01/2019,11/30/2019,DET,Detroit Pistons,14,4,10,0.286,109.3,110.8,-1.5,97.5,18.5,0.499
2019-20,November,2019,11/01/2019,11/30/2019,GSW,Golden State Warriors,16,3,13,0.188,104.5,113.4,-8.9,100.1,17.5,0.482
2019-20,November,2019,11/01/2019,11/30/2019,HOU,Houston Rockets,15,10,5,0.667,112.7,106.1,6.7,104.77,14.6,0.501
2019-20,November,2019,11/01/2019,11/30/2019,IND,Indiana Pacers,15,11,4,0.733,109.5,102.3,7.2,99.88,17.9,0.528
2019-20,November,2019,11/01/2019,11/30/2019,LAC,LA Clippers,14,10,4,0.714,108.5,102.1,6.4,103.69,16.4,0.533
2019-20,November,2019,11/01/2019,11/30/2019,LAL,Los Angeles Lakers,15,14,1,0.933,112.5,104.6,7.9,100.17,19.3,0.507
2019-20,November,2019,11/01/2019,11/30/2019,MEM,Memphis Grizzlies,14,4,10,0.286,107.3,113.8,-6.5,102.32,19.2,0.498
2019-20,November,2019,11/01/2019,11/30/2019,MIA,Miami Heat,13,9,4,0.692,110.7,105.0,5.6,99.23,18.8,0.532
2019-20,November,2019,11/01/2019,11/30/2019,MIL,Milwaukee Bucks,16,15,1,0.938,114.3,101.7,12.6,105.56,17.6,0.524
2019-20,November,2019,11/01/2019,11/30/2019,MIN,Minnesota Timberwolves,14,7,7,0.5,107.3,108.1,-0.9,104.62,16.7,0.503
2019-20,November,2019,11/01/2019,11/30/2019,NOP,New Orleans Pelicans,14,5,9,0.357,108.1,113.2,-5.2,104.25,16.4,0.5
2019-20,November,2019,11/01/2019,11/30/2019,NYK,New York Knicks,14,3,11,0.214,104.5,112.2,-7.7,97.39,15.5,0.503
2019-20,November,2019,11/01/2019,11/30/2019,OKC,Oklahoma City Thunder,13,6,7,0.462,108.9,110.6,-1.8,99.82,17.8,0.459
2019-20,November,2019,11/01/2019,11/30/2019,ORL,Orlando Magic,14,5,9,0.357,104.1,106.8,-2.7,98.32,16.6,0.507
2019-20,November,2019,11/01/2019,11/30/2019,PHI,Philadelphia 76ers,16,10,6,0.625,108.8,105.6,3.2,98.86,19.1,0.529
2019-20,November,2019,11/01/2019,11/30/2019,PHX,Phoenix Suns,13,5,8,0.385,111.6,112.4,-0.8,102.65,19.2,0.477
2019-20,November,2019,11/01/2019,11/30/2019,POR,Portland Trail Blazers,15,5,10,0.333,111.7,113.0,-1.3,101.93,15.2,0.485
2019-20,November,2019,11/01/2019,11/30/2019,SAC,Sacramento Kings,13,8,5,0.615,109.1,106.8,2.2,96.88,17.7,0.496
2019-20,November,2019,11/01/2019,11/30/2019,SAS,San Antonio Spurs,16,4,12,0.25,110.5,114.1,-3.6,100.59,17.9,0.502
2019-20,November,2019,11/01/2019,11/30/2019,TOR,Toronto Raptors,13,10,3,0.769,111.6,103.4,8.2,99.88,18.6,0.485
2019-20,November,2019,11/01/2019,11/30/2019,UTA,Utah Jazz,14,8,6,0.571,107.5,106.9,0.6,101.07,15.6,0.497
2019-20,November,2019,11/01/2019,11/30/2019,WAS,Washington Wizards,13,5,8,0.385,112.0,115.2,-3.2,105.58,19.7,0.478
2019-20,December,2019,12/01/2019,12/31/2019,ATL,Atlanta Hawks,14,3,11,0.214,101.6,110.5,-8.9,103.69,16.3,0.466
2019-20,December,2019,12/01/2019,12/31/2019,BOS,Boston Celtics,13,10,3,0.769,115.4,105.1,10.3,97.5,17.0,0.523
2019-20,December,2019,12/01/2019,12/31/2019,BKN,Brooklyn Nets,13,6,7,0.462,104.1,104.2,-0.1,101.83,16.4,0.521
2019-20,December,2019,12/01/2019,12/31/2019,CHA,Charlotte Hornets,15,5,10,0.333,105.2,109.9,-4.7,95.9,17.5,0.489
2019-20,December,2019,12/01/2019,12/31/2019,CHI,Chicago Bulls,14,7,7,0.5,104.8,101.3,3.5,99.41,17.2,0.483
2019-20,December,2019,12/01/2019,12/31/2019,CLE,Cleveland Cavaliers,14,5,9,0.357,104.8,115.4,-10.6,98.69,16.1,0.529
2019-20,December,2019,12/01/2019,12/31/2019,DAL,Dallas Mavericks,15,9,6,0.6,113.6,106.6,6.9,99.77,17.6,0.512
2019-20,December,2019,12/01/2019,12/31/2019,DEN,Denver Nuggets,16,10,6,0.625,112.7,109.0,3.7,97.38,19.5,0.503
2019-20,December,2019,12/01/2019,12/31/2019,DET,Detroit Pistons,15,6,9,0.4,110.4,113.1,-2.7,99.87,17.9,0.494
2019-20,December,2019,12/01/2019,12/31/2019,GSW,Golden State Warriors,15,5,10,0.333,103.2,108.6,-5.4,99.42,17.2,0.489
2019-20,December,2019,12/01/2019,12/31/2019,HOU,Houston Rockets,15,10,5,0.667,114.4,110.0,4.3,101.88,15.4,0.499
2019-20,December,2019,12/01/2019,12/31/2019,IND,Indiana Pacers,15,10,5,0.667,108.7,107.1,1.6,98.81,19.3,0.473
2019-20,December,2019,12/01/2019,12/31/2019,LAC,LA Clippers,15,10,5,0.667,113.1,105.5,7.6,103.33,16.3,0.512
2019-20,December,2019,12/01/2019,12/31/2019,LAL,Los Angeles Lakers,14,9,5,0.643,112.1,107.5,4.6,99.96,18.2,0.514
2019-20,December,2019,12/01/2019,12/31/2019,MEM,Memphis Grizzlies,16,8,8,0.5,110.5,111.6,-1.1,102.72,19.3,0.5
2019-20,December,2019,12/01/2019,12/31/2019,MIA,Miami Heat,15,11,4,0.733,112.1,111.1,1.0,97.58,17.7,0.526
2019-20,December,2019,12/01/2019,12/31/2019,MIL,Milwaukee Bucks,15,13,2,0.867,115.6,99.4,16.2,103.23,19.0,0.538
2019-20,December,2019,12/01/2019,12/31/2019,MIN,Minnesota Timberwolves,14,2,12,0.143,104.9,112.3,-7.4,101.79,14.3,0.474
2019-20,December,2019,12/01/2019,12/31/2019,NOP,New Orleans Pelicans,15,5,10,0.333,106.0,110.2,-4.3,100.96,17.3,0.503
2019-20,December,2019,12/01/2019,12/31/2019,NYK,New York Knicks,14,5,9,0.357,104.8,113.2,-8.4,100.25,15.8,0.498
2019-20,December,2019,12/01/2019,12/31/2019,OKC,Oklahoma City Thunder,15,11,4,0.733,110.5,106.9,3.5,97.48,15.8,0.497
2019-20,December,2019,12/01/2019,12/31/2019,ORL,Orlando Magic,15,7,8,0.467,106.3,109.6,-3.3,98.53,17.4,0.483
2019-20,December,2019,12/01/2019,12/31/2019,PHI,Philadelphia 76ers,16,9,7,0.563,110.4,107.3,3.2,99.2,19.0,0.521
2019-20,December,2019,12/01/2019,12/31/2019,PHX,Phoenix Suns,15,5,10,0.333,109.9,113.3,-3.4,102.25,19.8,0.497
2019-20,December,2019,12/01/2019,12/31/2019,POR,Portland Trail Blazers,14,6,8,0.429,110.4,113.1,-2.6,100.29,14.7,0.498
2019-20,December,2019,12/01/2019,12/31/2019,SAC,Sacramento Kings,16,4,12,0.25,107.6,110.7,-3.1,96.58,16.5,0.498
2019-20,December,2019,12/01/2019,12/31/2019,SAS,San Antonio Spurs,12,7,5,0.583,109.0,108.6,0.5,101.54,18.1,0.488
2019-20,December,2019,12/01/2019,12/31/2019,TOR,Toronto Raptors,16,9,7,0.563,108.3,106.1,2.3,100.78,17.8,0.494
2019-20,December,2019,12/01/2019,12/31/2019,UTA,Utah Jazz,14,9,5,0.643,110.6,108.4,2.1,99.71,16.9,0.515
2019-20,December,2019,12/01/2019,12/31/2019,WAS,Washington Wizards,15,4,11,0.267,111.5,117.3,-5.8,102.22,17.3,0.467
2019-20,January,2020,01/01/2020,01/31/2020,ATL,Atlanta Hawks,15,6,9,0.4,108.8,113.7,-5.0,104.73,16.8,0.491
2019-20,January,2020,01/01/2020,01/31/2020,BOS,Boston Celtics,16,9,7,0.563,112.7,107.8,4.9,101.34,17.3,0.515
2019-20,January,2020,01/01/2020,01/31/2020,BKN,Brooklyn Nets,15,5,10,0.333,106.6,110.6,-3.9,101.29,17.4,0.497
2019-20,January,2020,01/01/2020,01/31/2020,CHA,Charlotte Hornets,12,3,9,0.25,105.9,114.3,-8.4,94.12,18.5,0.486
2019-20,January,2020,01/01/2020,01/31/2020,CHI,Chicago Bulls,17,6,11,0.353,107.3,112.1,-4.8,98.31,17.1,0.479
2019-20,January,2020,01/01/2020,01/31/2020,CLE,Cleveland Cavaliers,16,3,13,0.188,108.2,116.5,-8.3,98.7,16.8,0.516
2019-20,January,2020,01/01/2020,01/31/2020,DAL,Dallas Mavericks,15,8,7,0.533,117.7,115.8,1.9,97.75,16.9,0.511
2019-20,January,2020,01/01/2020,01/31/2020,DEN,Denver Nuggets,16,11,5,0.688,114.0,112.0,1.9,97.96,18.3,0.518
2019-20,January,2020,01/01/2020,01/31/2020,DET,Detroit Pistons,16,5,11,0.313,109.3,111.4,-2.1,99.03,16.6,0.489
2019-20,January,2020,01/01/2020,01/31/2020,GSW,Golden State Warriors,14,1,13,0.071,100.7,112.3,-11.6,102.51,18.4,0.469
2019-20,January,2020,01/01/2020,01/31/2020,HOU,Houston Rockets,14,7,7,0.5,111.8,111.3,0.5,104.57,15.4,0.489
2019-20,January,2020,01/01/2020,01/31/2020,IND,Indiana Pacers,14,9,5,0.643,115.0,113.3,1.7,97.21,20.5,0.481
2019-20,January,2020,01/01/2020,01/31/2020,LAC,LA Clippers,13,9,4,0.692,115.0,111.5,3.5,101.42,17.5,0.504
2019-20,January,2020,01/01/2020,01/31/2020,LAL,Los Angeles Lakers,14,10,4,0.714,114.3,107.8,6.5,102.11,17.9,0.506
2019-20,January,2020,01/01/2020,01/31/2020,MEM,Memphis Grizzlies,15,11,4,0.733,114.2,110.0,4.2,104.13,19.8,0.499
2019-20,January,2020,01/01/2020,01/31/2020,MIA,Miami Heat,14,8,6,0.571,113.5,111.4,2.1,96.18,18.8,0.513
2019-20,January,2020,01/01/2020,01/31/2020,MIL,Milwaukee Bucks,13,11,2,0.846,112.6,103.8,8.8,106.42,18.4,0.516
2019-20,January,2020,01/01/2020,01/31/2020,MIN,Minnesota Timberwolves,15,3,12,0.2,107.4,111.0,-3.6,102.06,18.4,0.495
2019-20,January,2020,01/01/2020,01/31/2020,NOP,New Orleans Pelicans,15,9,6,0.6,115.6,112.9,2.8,103.82,18.8,0.514
2019-20,January,2020,01/01/2020,01/31/2020,NYK,New York Knicks,16,4,12,0.25,106.0,112.8,-6.8,99.75,16.0,0.51
2019-20,January,2020,01/01/2020,01/31/2020,OKC,Oklahoma City Thunder,17,12,5,0.706,114.7,109.3,5.4,99.39,17.3,0.515
2019-20,January,2020,01/01/2020,01/31/2020,ORL,Orlando Magic,15,7,8,0.467,106.9,106.9,0.1,97.9,16.6,0.506
2019-20,January,2020,01/01/2020,01/31/2020,PHI,Philadelphia 76ers,13,8,5,0.615,107.0,105.6,1.4,99.27,18.6,0.49
2019-20,January,2020,01/01/2020,01/31/2020,PHX,Phoenix Suns,15,7,8,0.467,109.0,108.6,0.4,101.17,17.8,0.504
2019-20,January,2020,01/01/2020,01/31/2020,POR,Portland Trail Blazers,15,8,7,0.533,114.2,115.3,-1.2,100.37,15.3,0.485
2019-20,January,2020,01/01/2020,01/31/2020,SAC,Sacramento Kings,14,6,8,0.429,109.8,111.6,-1.7,101.52,17.5,0.487
2019-20,January,2020,01/01/2020,01/31/2020,SAS,San Antonio Spurs,15,7,8,0.467,114.9,113.8,1.1,99.4,17.9,0.495
2019-20,January,2020,01/01/2020,01/31/2020,TOR,Toronto Raptors,15,12,3,0.8,113.2,105.1,8.2,100.14,19.1,0.492
2019-20,January,2020,01/01/2020,01/31/2020,UTA,Utah Jazz,15,11,4,0.733,119.9,110.1,9.7,97.85,17.4,0.526
2019-20,January,2020,01/01/2020,01/31/2020,WAS,Washington Wizards,15,6,9,0.4,110.4,117.6,-7.2,102.29,16.6,0.494
2019-20,February,2020,02/01/2020,02/29/2020,ATL,Atlanta Hawks,13,6,7,0.462,115.0,117.4,-2.4,103.0,18.0,0.48
2019-20,February,2020,02/01/2020,02/29/2020,BOS,Boston Celtics,12,9,3,0.75,114.5,108.2,6.3,99.7,15.2,0.515
2019-20,February,2020,02/01/2020,02/29/2020,BKN,Brooklyn Nets,12,5,7,0.417,112.6,108.2,4.4,98.85,18.1,0.535
2019-20,February,2020,02/01/2020,02/29/2020,CHA,Charlotte Hornets,11,5,6,0.455,102.5,111.8,-9.3,95.55,16.8,0.499
2019-20,February,2020,02/01/2020,02/29/2020,CHI,Chicago Bulls,9,1,8,0.111,110.7,119.4,-8.7,100.72,17.0,0.484
2019-20,February,2020,02/01/2020,02/29/2020,CLE,Cleveland Cavaliers,11,4,7,0.364,109.4,115.3,-5.9,100.01,18.6,0.518
2019-20,February,2020,02/01/2020,02/29/2020,DAL,Dallas Mavericks,12,7,5,0.583,118.1,112.4,5.8,100.0,18.5,0.501
2019-20,February,2020,02/01/2020,02/29/2020,DEN,Denver Nuggets,10,6,4,0.6,117.3,114.2,3.1,96.69,19.8,0.509
2019-20,February,2020,02/01/2020,02/29/2020,DET,Detroit Pistons,11,3,8,0.273,107.1,113.3,-6.2,93.9,18.0,0.497
2019-20,February,2020,02/01/2020,02/29/2020,GSW,Golden State Warriors,11,3,8,0.273,105.2,114.8,-9.6,101.5,19.7,0.467
2019-20,February,2020,02/01/2020,02/29/2020,HOU,Houston Rockets,11,9,2,0.818,115.8,108.1,7.7,102.03,15.5,0.453
2019-20,February,2020,02/01/2020,02/29/2020,IND,Indiana Pacers,12,5,7,0.417,107.3,108.1,-0.7,99.25,19.2,0.484
2019-20,February,2020,02/01/2020,02/29/2020,LAC,LA Clippers,11,7,4,0.636,113.4,106.1,7.2,102.02,18.4,0.512
2019-20,February,2020,02/01/2020,02/29/2020,LAL,Los Angeles Lakers,11,9,2,0.818,113.9,105.6,8.3,101.76,18.8,0.544
2019-20,February,2020,02/01/2020,02/29/2020,MEM,Memphis Grizzlies,11,5,6,0.455,105.1,107.4,-2.3,102.59,17.3,0.527
2019-20,February,2020,02/01/2020,02/29/2020,MIA,Miami Heat,13,6,7,0.462,115.9,113.7,2.2,99.21,20.3,0.502
2019-20,February,2020,02/01/2020,02/29/2020,MIL,Milwaukee Bucks,11,10,1,0.909,112.5,98.3,14.2,106.4,18.3,0.537
2019-20,February,2020,02/01/2020,02/29/2020,MIN,Minnesota Timberwolves,11,2,9,0.182,113.0,117.8,-4.8,106.41,17.3,0.472
2019-20,February,2020,02/01/2020,02/29/2020,NOP,New Orleans Pelicans,10,6,4,0.6,112.7,109.1,3.6,105.55,21.1,0.527
2019-20,February,2020,02/01/2020,02/29/2020,NYK,New York Knicks,11,5,6,0.455,109.0,111.7,-2.7,97.68,17.4,0.546
2019-20,February,2020,02/01/2020,02/29/2020,OKC,Oklahoma City Thunder,10,7,3,0.7,113.5,112.5,1.0,99.0,16.1,0.474
2019-20,February,2020,02/01/2020,02/29/2020,ORL,Orlando Magic,12,6,6,0.5,111.8,113.3,-1.5,99.72,19.8,0.501
2019-20,February,2020,02/01/2020,02/29/2020,PHI,Philadelphia 76ers,11,6,5,0.545,109.0,112.5,-3.5,98.88,17.6,0.493
2019-20,February,2020,02/01/2020,02/29/2020,PHX,Phoenix Suns,13,4,9,0.308,108.8,112.6,-3.8,99.77,19.3,0.486
2019-20,February,2020,02/01/2020,02/29/2020,POR,Portland Trail Blazers,12,4,8,0.333,111.0,117.0,-6.0,100.67,14.5,0.491
2019-20,February,2020,02/01/2020,02/29/2020,SAC,Sacramento Kings,11,7,4,0.636,112.3,110.7,1.7,100.5,18.4,0.47
2019-20,February,2020,02/01/2020,02/29/2020,SAS,San Antonio Spurs,11,4,7,0.364,109.9,115.1,-5.2,99.82,18.2,0.483
2019-20,February,2020,02/01/2020,02/29/2020,TOR,Toronto Raptors,10,7,3,0.7,113.6,105.2,8.4,100.95,18.0,0.5
2019-20,February,2020,02/01/2020,02/29/2020,UTA,Utah Jazz,11,5,6,0.455,113.3,116.7,-3.4,98.64,16.0,0.521
2019-20,February,2020,02/01/2020,02/29/2020,WAS,Washington Wizards,11,5,6,0.455,109.6,109.6,0.0,104.87,17.4,0.463
2019-20,March,2020,03/01/2020,03/31/2020,ATL,Atlanta Hawks,5,1,4,0.2,107.9,117.7,-9.9,101.08,17.1,0.496
2019-20,March,2020,03/01/2020,03/31/2020,BOS,Boston Celtics,5,2,3,0.4,108.6,110.2,-1.6,97.96,14.5,0.497
2019-20,March,2020,03/01/2020,03/31/2020,BKN,Brooklyn Nets,5,4,1,0.8,109.1,109.7,-0.5,101.0,16.1,0.531
2019-20,March,2020,03/01/2020,03/31/2020,CHA,Charlotte Hornets,6,2,4,0.333,113.9,113.6,0.3,92.46,18.8,0.485
2019-20,March,2020,03/01/2020,03/31/2020,CHI,Chicago Bulls,5,2,3,0.4,106.4,108.4,-2.0,100.3,17.4,0.475
2019-20,March,2020,03/01/2020,03/31/2020,CLE,Cleveland Cavaliers,5,2,3,0.4,110.9,114.9,-4.0,98.45,19.7,0.501
2019-20,March,2020,03/01/2020,03/31/2020,DAL,Dallas Mavericks,7,4,3,0.571,111.2,104.3,6.8,100.86,18.1,0.515
2019-20,March,2020,03/01/2020,03/31/2020,DEN,Denver Nuggets,6,3,3,0.5,111.2,111.7,-0.5,98.17,20.4,0.5
2019-20,March,2020,03/01/2020,03/31/2020,DET,Detroit Pistons,5,0,5,0.0,106.8,117.2,-10.4,94.0,18.2,0.47
2019-20,March,2020,03/01/2020,03/31/2020,GSW,Golden State Warriors,5,2,3,0.4,114.2,118.2,-4.1,99.3,20.7,0.496
2019-20,March,2020,03/01/2020,03/31/2020,HOU,Houston Rockets,5,1,4,0.2,107.6,115.5,-7.8,102.2,16.2,0.462
2019-20,March,2020,03/01/2020,03/31/2020,IND,Indiana Pacers,5,3,2,0.6,108.1,109.5,-1.4,101.3,17.1,0.488
2019-20,March,2020,03/01/2020,03/31/2020,LAC,LA Clippers,5,4,1,0.8,119.1,109.6,9.5,100.3,15.8,0.528
2019-20,March,2020,03/01/2020,03/31/2020,LAL,Los Angeles Lakers,5,4,1,0.8,110.5,103.1,7.4,103.0,16.5,0.487
2019-20,March,2020,03/01/2020,03/31/2020,MEM,Memphis Grizzlies,5,3,2,0.6,112.3,100.4,11.9,101.8,18.1,0.543
2019-20,March,2020,03/01/2020,03/31/2020,MIA,Miami Heat,5,3,2,0.6,109.0,106.5,2.5,95.9,20.8,0.484
2019-20,March,2020,03/01/2020,03/31/2020,MIL,Milwaukee Bucks,6,2,4,0.333,99.8,103.8,-4.0,104.92,15.9,0.516
2019-20,March,2020,03/01/2020,03/31/2020,MIN,Minnesota Timberwolves,6,2,4,0.333,107.1,113.7,-6.6,105.92,17.1,0.491
2019-20,March,2020,03/01/2020,03/31/2020,NOP,New Orleans Pelicans,5,2,3,0.4,109.9,109.3,0.6,107.27,18.5,0.537
2019-20,March,2020,03/01/2020,03/31/2020,NYK,New York Knicks,6,3,3,0.5,110.8,114.8,-4.0,100.01,17.1,0.524
2019-20,March,2020,03/01/2020,03/31/2020,OKC,Oklahoma City Thunder,4,3,1,0.75,112.6,106.8,5.7,98.25,16.2,0.483
2019-20,March,2020,03/01/2020,03/31/2020,ORL,Orlando Magic,5,3,2,0.6,119.4,116.8,2.6,100.2,19.9,0.506
2019-20,March,2020,03/01/2020,03/31/2020,PHI,Philadelphia 76ers,5,2,3,0.4,124.0,121.2,2.7,96.9,19.0,0.536
2019-20,March,2020,03/01/2020,03/31/2020,PHX,Phoenix Suns,4,2,2,0.5,118.2,119.4,-1.2,102.88,20.1,0.512
